group,timepoint,subject_id,channel,region,feature,power_value
Control,Task,Sub_16,PO3,extra,delta,0.55612755
Control,Task,Sub_16,PO3,extra,theta,0.46515024
Control,Task,Sub_16,PO3,extra,alpha,0.4674743
Control,Task,Sub_16,PO3,extra,beta,0.3362788
Control,Task,Sub_16,PO3,extra,gamma,0.5208831
Control,Task,Sub_16,PO3,extra,broadband,0.28202182
Control,Task,Sub_16,PO4,extra,delta,0.36871773
Control,Task,Sub_16,PO4,extra,theta,0.44565594
Control,Task,Sub_16,PO4,extra,alpha,0.3709382
Control,Task,Sub_16,PO4,extra,beta,0.33629838
Control,Task,Sub_16,PO4,extra,gamma,0.43381876
Control,Task,Sub_16,PO4,extra,broadband,0.4468547
Control,Task,Sub_17,Fp1,prefrontal,delta,0.48011652
Control,Task,Sub_17,Fp1,prefrontal,theta,0.46630564
Control,Task,Sub_17,Fp1,prefrontal,alpha,0.48166665
Control,Task,Sub_17,Fp1,prefrontal,beta,0.41614035
Control,Task,Sub_17,Fp1,prefrontal,gamma,0.17348427
Control,Task,Sub_17,Fp1,prefrontal,broadband,
Control,Task,Sub_17,Fp2,prefrontal,delta,0.17930342
Control,Task,Sub_17,Fp2,prefrontal,theta,0.7159579
Control,Task,Sub_17,Fp2,prefrontal,alpha,0.5221426
Control,Task,Sub_17,Fp2,prefrontal,beta,0.35088238
Control,Task,Sub_17,Fp2,prefrontal,gamma,0.35918155
Control,Task,Sub_17,Fp2,prefrontal,broadband,0.35771635
Control,Task,Sub_17,F7,frontal,delta,0.669666
Control,Task,Sub_17,F7,frontal,theta,0.6102793
Control,Task,Sub_17,F7,frontal,alpha,0.7289485
Control,Task,Sub_17,F7,frontal,beta,0.61103255
Control,Task,Sub_17,F7,frontal,gamma,0.3555547
Control,Task,Sub_17,F7,frontal,broadband,0.27547887
Control,Task,Sub_17,F3,frontal,delta,0.89079857
Control,Task,Sub_17,F3,frontal,theta,0.69010943
Control,Task,Sub_17,F3,frontal,alpha,0.47544044
Control,Task,Sub_17,F3,frontal,beta,0.732598
Control,Task,Sub_17,F3,frontal,gamma,0.27568614
Control,Task,Sub_17,F3,frontal,broadband,0.7310199
Control,Task,Sub_17,Fz,frontal,delta,0.67277837
Control,Task,Sub_17,Fz,frontal,theta,0.5208914
Control,Task,Sub_17,Fz,frontal,alpha,0.43978205
Control,Task,Sub_17,Fz,frontal,beta,0.29910484
Control,Task,Sub_17,Fz,frontal,gamma,0.5521792
Control,Task,Sub_17,Fz,frontal,broadband,0.7975302
Control,Task,Sub_17,F4,frontal,delta,0.49151915
Control,Task,Sub_17,F4,frontal,theta,1.4533799
Control,Task,Sub_17,F4,frontal,alpha,0.43848535
Control,Task,Sub_17,F4,frontal,beta,0.49233738
Control,Task,Sub_17,F4,frontal,gamma,0.3219332
Control,Task,Sub_17,F4,frontal,broadband,0.537873
Control,Task,Sub_17,F8,frontal,delta,0.45740288
Control,Task,Sub_17,F8,frontal,theta,0.6464641
Control,Task,Sub_17,F8,frontal,alpha,0.2372153
Control,Task,Sub_17,F8,frontal,beta,0.5988618
Control,Task,Sub_17,F8,frontal,gamma,0.3789007
Control,Task,Sub_17,F8,frontal,broadband,0.478208
Control,Task,Sub_17,T3,central,delta,0.5301756
Control,Task,Sub_17,T3,central,theta,0.45520976
Control,Task,Sub_17,T3,central,alpha,0.42297146
Control,Task,Sub_17,T3,central,beta,0.64701027
Control,Task,Sub_17,T3,central,gamma,0.3841373
Control,Task,Sub_17,T3,central,broadband,0.6040652
Control,Task,Sub_17,C3,central,delta,0.119143456
Control,Task,Sub_17,C3,central,theta,0.5415245
Control,Task,Sub_17,C3,central,alpha,0.26704255
Control,Task,Sub_17,C3,central,beta,0.5057148
Control,Task,Sub_17,C3,central,gamma,0.27241537
Control,Task,Sub_17,C3,central,broadband,0.2754751
Control,Task,Sub_17,Cz,central,delta,0.34544176
Control,Task,Sub_17,Cz,central,theta,0.3753395
Control,Task,Sub_17,Cz,central,alpha,0.14429899
Control,Task,Sub_17,Cz,central,beta,0.5028126
Control,Task,Sub_17,Cz,central,gamma,0.40980586
Control,Task,Sub_17,Cz,central,broadband,0.39880586
Control,Task,Sub_17,C4,central,delta,0.5075727
Control,Task,Sub_17,C4,central,theta,0.31661755
Control,Task,Sub_17,C4,central,alpha,0.4912695
Control,Task,Sub_17,C4,central,beta,0.49951696
Control,Task,Sub_17,C4,central,gamma,0.65024644
Control,Task,Sub_17,C4,central,broadband,0.5744542
Control,Task,Sub_17,T4,central,delta,0.46443874
Control,Task,Sub_17,T4,central,theta,0.5480592
Control,Task,Sub_17,T4,central,alpha,0.5099538
Control,Task,Sub_17,T4,central,beta,0.48337647
Control,Task,Sub_17,T4,central,gamma,0.19644547
Control,Task,Sub_17,T4,central,broadband,0.30700743
Control,Task,Sub_17,T5,parietal,delta,0.5295087
Control,Task,Sub_17,T5,parietal,theta,0.37925
Control,Task,Sub_17,T5,parietal,alpha,0.38883314
Control,Task,Sub_17,T5,parietal,beta,0.3893178
Control,Task,Sub_17,T5,parietal,gamma,0.347005
Control,Task,Sub_17,T5,parietal,broadband,0.47383735
Control,Task,Sub_17,P3,parietal,delta,0.70113087
Control,Task,Sub_17,P3,parietal,theta,0.52741116
Control,Task,Sub_17,P3,parietal,alpha,0.67005855
Control,Task,Sub_17,P3,parietal,beta,0.3200267
Control,Task,Sub_17,P3,parietal,gamma,
Control,Task,Sub_17,P3,parietal,broadband,0.5641493
Control,Task,Sub_17,Pz,parietal,delta,0.30436465
Control,Task,Sub_17,Pz,parietal,theta,0.45160866
Control,Task,Sub_17,Pz,parietal,alpha,0.6116828
Control,Task,Sub_17,Pz,parietal,beta,0.38543794
Control,Task,Sub_17,Pz,parietal,gamma,0.33068433
Control,Task,Sub_17,Pz,parietal,broadband,0.38456634
Control,Task,Sub_17,P4,parietal,delta,0.42472482
Control,Task,Sub_17,P4,parietal,theta,0.64972717
Control,Task,Sub_17,P4,parietal,alpha,0.43412384
Control,Task,Sub_17,P4,parietal,beta,0.3823015
Control,Task,Sub_17,P4,parietal,gamma,0.64392114
Control,Task,Sub_17,P4,parietal,broadband,0.44895074
Control,Task,Sub_17,T6,parietal,delta,0.50724846
Control,Task,Sub_17,T6,parietal,theta,0.40985462
Control,Task,Sub_17,T6,parietal,alpha,0.17782606
Control,Task,Sub_17,T6,parietal,beta,0.55614156
Control,Task,Sub_17,T6,parietal,gamma,0.37892213
Control,Task,Sub_17,T6,parietal,broadband,0.6386492
Control,Task,Sub_17,O1,occipital,delta,0.30314413
Control,Task,Sub_17,O1,occipital,theta,0.29512626
Control,Task,Sub_17,O1,occipital,alpha,0.7227488
Control,Task,Sub_17,O1,occipital,beta,0.5873495
Control,Task,Sub_17,O1,occipital,gamma,0.40543032
Control,Task,Sub_17,O1,occipital,broadband,0.3430537
Control,Task,Sub_17,Oz,occipital,delta,0.37772694
Control,Task,Sub_17,Oz,occipital,theta,
Control,Task,Sub_17,Oz,occipital,alpha,0.66695786
Control,Task,Sub_17,Oz,occipital,beta,0.6455415
Control,Task,Sub_17,Oz,occipital,gamma,0.45215064
Control,Task,Sub_17,Oz,occipital,broadband,0.4490445
Control,Task,Sub_17,O2,occipital,delta,0.34245035
Control,Task,Sub_17,O2,occipital,theta,0.37814325
Control,Task,Sub_17,O2,occipital,alpha,0.55458784
Control,Task,Sub_17,O2,occipital,beta,0.36031187
Control,Task,Sub_17,O2,occipital,gamma,0.27731407
Control,Task,Sub_17,O2,occipital,broadband,0.5132518
Control,Task,Sub_17,AF3,extra,delta,1.1101598
Control,Task,Sub_17,AF3,extra,theta,0.39070722
Control,Task,Sub_17,AF3,extra,alpha,0.41847244
Control,Task,Sub_17,AF3,extra,beta,0.3691735
Control,Task,Sub_17,AF3,extra,gamma,0.43991238
Control,Task,Sub_17,AF3,extra,broadband,0.38356468
Control,Task,Sub_17,AF4,extra,delta,0.6659492
Control,Task,Sub_17,AF4,extra,theta,0.58830696
Control,Task,Sub_17,AF4,extra,alpha,0.38574904
Control,Task,Sub_17,AF4,extra,beta,0.3842324
Control,Task,Sub_17,AF4,extra,gamma,0.5113001
Control,Task,Sub_17,AF4,extra,broadband,0.4351227
Control,Task,Sub_17,FC5,extra,delta,0.6631671
Control,Task,Sub_17,FC5,extra,theta,0.29379088
Control,Task,Sub_17,FC5,extra,alpha,0.5401378
Control,Task,Sub_17,FC5,extra,beta,0.3119773
Control,Task,Sub_17,FC5,extra,gamma,0.58540785
Control,Task,Sub_17,FC5,extra,broadband,0.49444184
Control,Task,Sub_17,FC1,extra,delta,0.6509532
Control,Task,Sub_17,FC1,extra,theta,0.4747799
Control,Task,Sub_17,FC1,extra,alpha,0.54604405
Control,Task,Sub_17,FC1,extra,beta,0.5094104
Control,Task,Sub_17,FC1,extra,gamma,0.46969056
Control,Task,Sub_17,FC1,extra,broadband,0.64542305
Control,Task,Sub_17,FC2,extra,delta,1.4527609
Control,Task,Sub_17,FC2,extra,theta,0.6728809
Control,Task,Sub_17,FC2,extra,alpha,0.5585344
Control,Task,Sub_17,FC2,extra,beta,0.45163694
Control,Task,Sub_17,FC2,extra,gamma,0.3638674
Control,Task,Sub_17,FC2,extra,broadband,0.4337473
Control,Task,Sub_17,FC6,extra,delta,0.32345858
Control,Task,Sub_17,FC6,extra,theta,0.3899987
Control,Task,Sub_17,FC6,extra,alpha,0.5329828
Control,Task,Sub_17,FC6,extra,beta,0.4818774
Control,Task,Sub_17,FC6,extra,gamma,0.48792976
Control,Task,Sub_17,FC6,extra,broadband,0.48095402
Control,Task,Sub_17,CP5,extra,delta,0.6555961
Control,Task,Sub_17,CP5,extra,theta,0.49324447
Control,Task,Sub_17,CP5,extra,alpha,0.2158466
Control,Task,Sub_17,CP5,extra,beta,0.5434076
Control,Task,Sub_17,CP5,extra,gamma,0.5311001
Control,Task,Sub_17,CP5,extra,broadband,0.5736473
Control,Task,Sub_17,CP1,extra,delta,0.8202781
Control,Task,Sub_17,CP1,extra,theta,0.26821074
Control,Task,Sub_17,CP1,extra,alpha,0.38708624
Control,Task,Sub_17,CP1,extra,beta,0.51668394
Control,Task,Sub_17,CP1,extra,gamma,0.5726689
Control,Task,Sub_17,CP1,extra,broadband,0.56799525
Control,Task,Sub_17,CP2,extra,delta,0.6931404
Control,Task,Sub_17,CP2,extra,theta,0.38878375
Control,Task,Sub_17,CP2,extra,alpha,0.96158
Control,Task,Sub_17,CP2,extra,beta,0.5244123
Control,Task,Sub_17,CP2,extra,gamma,0.7593388
Control,Task,Sub_17,CP2,extra,broadband,0.36783415
Control,Task,Sub_17,CP6,extra,delta,0.5073998
Control,Task,Sub_17,CP6,extra,theta,0.4644924
Control,Task,Sub_17,CP6,extra,alpha,0.4114452
Control,Task,Sub_17,CP6,extra,beta,0.68480915
Control,Task,Sub_17,CP6,extra,gamma,0.59253925
Control,Task,Sub_17,CP6,extra,broadband,0.63754666
Control,Task,Sub_17,PO3,extra,delta,0.67865133
Control,Task,Sub_17,PO3,extra,theta,0.45161903
Control,Task,Sub_17,PO3,extra,alpha,0.58821726
Control,Task,Sub_17,PO3,extra,beta,0.6852176
Control,Task,Sub_17,PO3,extra,gamma,0.6557801
Control,Task,Sub_17,PO3,extra,broadband,0.6856407
Control,Task,Sub_17,PO4,extra,delta,0.6004705
Control,Task,Sub_17,PO4,extra,theta,0.21601242
Control,Task,Sub_17,PO4,extra,alpha,0.704428
Control,Task,Sub_17,PO4,extra,beta,0.26388153
Control,Task,Sub_17,PO4,extra,gamma,0.66044307
Control,Task,Sub_17,PO4,extra,broadband,0.6153133
Control,Task,Sub_18,Fp1,prefrontal,delta,0.28352982
Control,Task,Sub_18,Fp1,prefrontal,theta,0.28153586
Control,Task,Sub_18,Fp1,prefrontal,alpha,0.50731534
Control,Task,Sub_18,Fp1,prefrontal,beta,0.59328884
Control,Task,Sub_18,Fp1,prefrontal,gamma,0.4897181
Control,Task,Sub_18,Fp1,prefrontal,broadband,0.2535546
Control,Task,Sub_18,Fp2,prefrontal,delta,0.7197348
Control,Task,Sub_18,Fp2,prefrontal,theta,0.54108924
Control,Task,Sub_18,Fp2,prefrontal,alpha,0.26762423
Control,Task,Sub_18,Fp2,prefrontal,beta,0.60426223
Control,Task,Sub_18,Fp2,prefrontal,gamma,0.05016596
Control,Task,Sub_18,Fp2,prefrontal,broadband,0.52266383
Control,Task,Sub_18,F7,frontal,delta,0.26520097
Control,Task,Sub_18,F7,frontal,theta,0.56291527
Control,Task,Sub_18,F7,frontal,alpha,0.5020187
Control,Task,Sub_18,F7,frontal,beta,0.6634786
Control,Task,Sub_18,F7,frontal,gamma,0.47208592
Control,Task,Sub_18,F7,frontal,broadband,0.37293977
Control,Task,Sub_18,F3,frontal,delta,0.35714096
Control,Task,Sub_18,F3,frontal,theta,0.33094215
Control,Task,Sub_18,F3,frontal,alpha,0.62172806
Control,Task,Sub_18,F3,frontal,beta,0.4828684
Control,Task,Sub_18,F3,frontal,gamma,0.54216313
Control,Task,Sub_18,F3,frontal,broadband,0.49881223
Control,Task,Sub_18,Fz,frontal,delta,
Control,Task,Sub_18,Fz,frontal,theta,0.4807618
Control,Task,Sub_18,Fz,frontal,alpha,0.3794873
Control,Task,Sub_18,Fz,frontal,beta,0.13842472
Control,Task,Sub_18,Fz,frontal,gamma,0.5874813
Control,Task,Sub_18,Fz,frontal,broadband,0.4244321
Control,Task,Sub_18,F4,frontal,delta,0.53124404
Control,Task,Sub_18,F4,frontal,theta,0.5722227
Control,Task,Sub_18,F4,frontal,alpha,0.43373182
Control,Task,Sub_18,F4,frontal,beta,0.43126926
Control,Task,Sub_18,F4,frontal,gamma,0.70860535
Control,Task,Sub_18,F4,frontal,broadband,
Control,Task,Sub_18,F8,frontal,delta,0.74011534
Control,Task,Sub_18,F8,frontal,theta,0.10876082
Control,Task,Sub_18,F8,frontal,alpha,0.4668231
Control,Task,Sub_18,F8,frontal,beta,0.54499125
Control,Task,Sub_18,F8,frontal,gamma,0.43271607
Control,Task,Sub_18,F8,frontal,broadband,0.6263756
Control,Task,Sub_18,T3,central,delta,0.31291068
Control,Task,Sub_18,T3,central,theta,0.55240595
Control,Task,Sub_18,T3,central,alpha,0.44755632
Control,Task,Sub_18,T3,central,beta,0.2448246
Control,Task,Sub_18,T3,central,gamma,0.46919444
Control,Task,Sub_18,T3,central,broadband,0.3717945
Control,Task,Sub_18,C3,central,delta,0.5593126
Control,Task,Sub_18,C3,central,theta,0.40612456
Control,Task,Sub_18,C3,central,alpha,0.6164432
Control,Task,Sub_18,C3,central,beta,0.34917164
Control,Task,Sub_18,C3,central,gamma,0.4129148
Control,Task,Sub_18,C3,central,broadband,0.13356538
Control,Task,Sub_18,Cz,central,delta,0.5775668
Control,Task,Sub_18,Cz,central,theta,0.17040674
Control,Task,Sub_18,Cz,central,alpha,0.66341245
Control,Task,Sub_18,Cz,central,beta,0.50535023
Control,Task,Sub_18,Cz,central,gamma,0.34423667
Control,Task,Sub_18,Cz,central,broadband,0.55797994
Control,Task,Sub_18,C4,central,delta,0.5159886
Control,Task,Sub_18,C4,central,theta,0.20001341
Control,Task,Sub_18,C4,central,alpha,0.5699065
Control,Task,Sub_18,C4,central,beta,0.7372605
Control,Task,Sub_18,C4,central,gamma,0.1938642
Control,Task,Sub_18,C4,central,broadband,0.49418133
Control,Task,Sub_18,T4,central,delta,0.6914825
Control,Task,Sub_18,T4,central,theta,0.39192998
Control,Task,Sub_18,T4,central,alpha,0.18746783
Control,Task,Sub_18,T4,central,beta,0.489902
Control,Task,Sub_18,T4,central,gamma,0.58468664
Control,Task,Sub_18,T4,central,broadband,0.2691725
Control,Task,Sub_18,T5,parietal,delta,0.1057285
Control,Task,Sub_18,T5,parietal,theta,0.21227974
Control,Task,Sub_18,T5,parietal,alpha,0.25682792
Control,Task,Sub_18,T5,parietal,beta,0.59674096
Control,Task,Sub_18,T5,parietal,gamma,0.34916317
Control,Task,Sub_18,T5,parietal,broadband,0.3715929
Control,Task,Sub_18,P3,parietal,delta,0.50445116
Control,Task,Sub_18,P3,parietal,theta,0.13222791
Control,Task,Sub_18,P3,parietal,alpha,0.43869585
Control,Task,Sub_18,P3,parietal,beta,0.397739
Control,Task,Sub_18,P3,parietal,gamma,0.50024456
Control,Task,Sub_18,P3,parietal,broadband,0.4148336
Control,Task,Sub_18,Pz,parietal,delta,0.3499775
Control,Task,Sub_18,Pz,parietal,theta,0.39357084
Control,Task,Sub_18,Pz,parietal,alpha,0.43196276
Control,Task,Sub_18,Pz,parietal,beta,0.33910763
Control,Task,Sub_18,Pz,parietal,gamma,0.8528515
Control,Task,Sub_18,Pz,parietal,broadband,0.60611755
Control,Task,Sub_18,P4,parietal,delta,0.5441155
Control,Task,Sub_18,P4,parietal,theta,0.39906546
Control,Task,Sub_18,P4,parietal,alpha,0.44406357
Control,Task,Sub_18,P4,parietal,beta,0.614248
Control,Task,Sub_18,P4,parietal,gamma,0.4762468
Control,Task,Sub_18,P4,parietal,broadband,0.3032996
Control,Task,Sub_18,T6,parietal,delta,0.482725
Control,Task,Sub_18,T6,parietal,theta,0.48910886
Control,Task,Sub_18,T6,parietal,alpha,0.5106117
Control,Task,Sub_18,T6,parietal,beta,0.29620534
Control,Task,Sub_18,T6,parietal,gamma,0.309326
Control,Task,Sub_18,T6,parietal,broadband,0.31978148
Control,Task,Sub_18,O1,occipital,delta,0.2733976
Control,Task,Sub_18,O1,occipital,theta,0.27451816
Control,Task,Sub_18,O1,occipital,alpha,0.6483829
Control,Task,Sub_18,O1,occipital,beta,0.42917815
Control,Task,Sub_18,O1,occipital,gamma,0.38864782
Control,Task,Sub_18,O1,occipital,broadband,1.23553
Control,Task,Sub_18,Oz,occipital,delta,0.10216248
Control,Task,Sub_18,Oz,occipital,theta,0.5514939
Control,Task,Sub_18,Oz,occipital,alpha,0.54725367
Control,Task,Sub_18,Oz,occipital,beta,0.30050656
Control,Task,Sub_18,Oz,occipital,gamma,0.39357558
Control,Task,Sub_18,Oz,occipital,broadband,
Control,Task,Sub_18,O2,occipital,delta,0.43032444
Control,Task,Sub_18,O2,occipital,theta,0.6696158
Control,Task,Sub_18,O2,occipital,alpha,0.77078605
Control,Task,Sub_18,O2,occipital,beta,0.67728513
Control,Task,Sub_18,O2,occipital,gamma,
Control,Task,Sub_18,O2,occipital,broadband,0.55355626
Control,Task,Sub_18,AF3,extra,delta,0.16624193
Control,Task,Sub_18,AF3,extra,theta,0.38926956
Control,Task,Sub_18,AF3,extra,alpha,0.5817184
Control,Task,Sub_18,AF3,extra,beta,0.5237247
Control,Task,Sub_18,AF3,extra,gamma,0.12053725
Control,Task,Sub_18,AF3,extra,broadband,0.38955244
Control,Task,Sub_18,AF4,extra,delta,0.34405458
Control,Task,Sub_18,AF4,extra,theta,0.5051048
Control,Task,Sub_18,AF4,extra,alpha,0.37585488
Control,Task,Sub_18,AF4,extra,beta,0.40023163
Control,Task,Sub_18,AF4,extra,gamma,0.50416815
Control,Task,Sub_18,AF4,extra,broadband,
Control,Task,Sub_18,FC5,extra,delta,0.45150426
Control,Task,Sub_18,FC5,extra,theta,0.25135303
Control,Task,Sub_18,FC5,extra,alpha,0.47934863
Control,Task,Sub_18,FC5,extra,beta,0.50661296
Control,Task,Sub_18,FC5,extra,gamma,0.2616445
Control,Task,Sub_18,FC5,extra,broadband,0.41662076
Control,Task,Sub_18,FC1,extra,delta,0.62533736
Control,Task,Sub_18,FC1,extra,theta,0.46494287
Control,Task,Sub_18,FC1,extra,alpha,0.489622
Control,Task,Sub_18,FC1,extra,beta,0.2806251
Control,Task,Sub_18,FC1,extra,gamma,0.6184185
Control,Task,Sub_18,FC1,extra,broadband,0.2555202
Control,Task,Sub_18,FC2,extra,delta,0.4674024
Control,Task,Sub_18,FC2,extra,theta,0.3598698
Control,Task,Sub_18,FC2,extra,alpha,0.4247782
Control,Task,Sub_18,FC2,extra,beta,0.6370236
Control,Task,Sub_18,FC2,extra,gamma,0.5680352
Control,Task,Sub_18,FC2,extra,broadband,0.4938517
Control,Task,Sub_18,FC6,extra,delta,0.5644867
Control,Task,Sub_18,FC6,extra,theta,0.6928144
Control,Task,Sub_18,FC6,extra,alpha,0.106111646
Control,Task,Sub_18,FC6,extra,beta,0.2548748
Control,Task,Sub_18,FC6,extra,gamma,0.4431009
Control,Task,Sub_18,FC6,extra,broadband,0.17380564
Control,Task,Sub_18,CP5,extra,delta,0.57660097
Control,Task,Sub_18,CP5,extra,theta,0.4184937
Control,Task,Sub_18,CP5,extra,alpha,0.49424437
Control,Task,Sub_18,CP5,extra,beta,0.4973372
Control,Task,Sub_18,CP5,extra,gamma,0.5449389
Control,Task,Sub_18,CP5,extra,broadband,0.50692487
Control,Task,Sub_18,CP1,extra,delta,0.31435058
Control,Task,Sub_18,CP1,extra,theta,0.33151034
Control,Task,Sub_18,CP1,extra,alpha,0.41428757
Control,Task,Sub_18,CP1,extra,beta,0.44734544
Control,Task,Sub_18,CP1,extra,gamma,0.39819956
Control,Task,Sub_18,CP1,extra,broadband,0.2356737
Control,Task,Sub_18,CP2,extra,delta,0.20549732
Control,Task,Sub_18,CP2,extra,theta,0.5045603
Control,Task,Sub_18,CP2,extra,alpha,0.77182376
Control,Task,Sub_18,CP2,extra,beta,0.65854514
Control,Task,Sub_18,CP2,extra,gamma,0.47632587
Control,Task,Sub_18,CP2,extra,broadband,0.93371063
Control,Task,Sub_18,CP6,extra,delta,0.28074935
Control,Task,Sub_18,CP6,extra,theta,0.34817618
Control,Task,Sub_18,CP6,extra,alpha,0.37029284
Control,Task,Sub_18,CP6,extra,beta,0.5371564
Control,Task,Sub_18,CP6,extra,gamma,0.6987929
Control,Task,Sub_18,CP6,extra,broadband,0.2949348
Control,Task,Sub_18,PO3,extra,delta,0.48175678
Control,Task,Sub_18,PO3,extra,theta,0.7885359
Control,Task,Sub_18,PO3,extra,alpha,0.1881248
Control,Task,Sub_18,PO3,extra,beta,0.53079146
Control,Task,Sub_18,PO3,extra,gamma,0.43906972
Control,Task,Sub_18,PO3,extra,broadband,0.52655095
Control,Task,Sub_18,PO4,extra,delta,0.20458865
Control,Task,Sub_18,PO4,extra,theta,0.7215754
Control,Task,Sub_18,PO4,extra,alpha,0.35598993
Control,Task,Sub_18,PO4,extra,beta,0.580925
Control,Task,Sub_18,PO4,extra,gamma,0.47363186
Control,Task,Sub_18,PO4,extra,broadband,0.31273526
Control,Task,Sub_19,Fp1,prefrontal,delta,0.6193007
Control,Task,Sub_19,Fp1,prefrontal,theta,0.22727284
Control,Task,Sub_19,Fp1,prefrontal,alpha,0.13875717
Control,Task,Sub_19,Fp1,prefrontal,beta,0.3650592
Control,Task,Sub_19,Fp1,prefrontal,gamma,0.31070286
Control,Task,Sub_19,Fp1,prefrontal,broadband,0.34020492
Control,Task,Sub_19,Fp2,prefrontal,delta,0.53695613
Control,Task,Sub_19,Fp2,prefrontal,theta,0.44574818
Control,Task,Sub_19,Fp2,prefrontal,alpha,0.48958975
Control,Task,Sub_19,Fp2,prefrontal,beta,0.5210456
Control,Task,Sub_19,Fp2,prefrontal,gamma,0.59828824
Control,Task,Sub_19,Fp2,prefrontal,broadband,0.50204366
Control,Task,Sub_19,F7,frontal,delta,0.53220505
Control,Task,Sub_19,F7,frontal,theta,0.31026515
Control,Task,Sub_19,F7,frontal,alpha,0.2736866
Control,Task,Sub_19,F7,frontal,beta,0.53295314
Control,Task,Sub_19,F7,frontal,gamma,0.5369772
Control,Task,Sub_19,F7,frontal,broadband,0.24936855
Control,Task,Sub_19,F3,frontal,delta,0.34471494
Control,Task,Sub_19,F3,frontal,theta,0.629387
Control,Task,Sub_19,F3,frontal,alpha,0.3810337
Control,Task,Sub_19,F3,frontal,beta,0.5021774
Control,Task,Sub_19,F3,frontal,gamma,0.36809218
Control,Task,Sub_19,F3,frontal,broadband,0.41192195
Control,Task,Sub_19,Fz,frontal,delta,0.28566632
Control,Task,Sub_19,Fz,frontal,theta,0.7287347
Control,Task,Sub_19,Fz,frontal,alpha,0.055876404
Control,Task,Sub_19,Fz,frontal,beta,0.6359919
Control,Task,Sub_19,Fz,frontal,gamma,0.18723178
Control,Task,Sub_19,Fz,frontal,broadband,0.43962467
Control,Task,Sub_19,F4,frontal,delta,0.59528244
Control,Task,Sub_19,F4,frontal,theta,0.276589
Control,Task,Sub_19,F4,frontal,alpha,0.46239063
Control,Task,Sub_19,F4,frontal,beta,0.37671503
Control,Task,Sub_19,F4,frontal,gamma,0.45622727
Control,Task,Sub_19,F4,frontal,broadband,0.29112217
Control,Task,Sub_19,F8,frontal,delta,0.22316654
Control,Task,Sub_19,F8,frontal,theta,0.54113513
Control,Task,Sub_19,F8,frontal,alpha,0.67849976
Control,Task,Sub_19,F8,frontal,beta,0.72947323
Control,Task,Sub_19,F8,frontal,gamma,0.72189474
Control,Task,Sub_19,F8,frontal,broadband,0.4468121
Control,Task,Sub_19,T3,central,delta,0.45906872
Control,Task,Sub_19,T3,central,theta,0.44164175
Control,Task,Sub_19,T3,central,alpha,0.6331687
Control,Task,Sub_19,T3,central,beta,0.37169227
Control,Task,Sub_19,T3,central,gamma,0.20275402
Control,Task,Sub_19,T3,central,broadband,0.32700038
Control,Task,Sub_19,C3,central,delta,0.45778322
